0.000000000000000000e+00 0.000000000000000000e+00 1.153206080198287964e-02
1.010101010101010187e-02 5.008424896450323210e-02 5.762544646859169006e-02
2.020202020202020374e-02 9.914324839139265766e-02 1.038772612810134888e-01
3.030303030303030387e-02 1.471773151769388555e-01 1.501080989837646484e-01
4.040404040404040747e-02 1.941867679123448487e-01 1.963389962911605835e-01
5.050505050505051108e-02 2.401719249951597690e-01 2.425698786973953247e-01
6.060606060606060774e-02 2.851331026473862273e-01 2.888007760047912598e-01
7.070707070707071829e-02 3.290706128719338430e-01 3.350316286087036133e-01
8.080808080808081495e-02 3.719847613641311113e-01 3.759886920452117920e-01
9.090909090909091161e-02 4.138758453030559337e-01 4.152370691299438477e-01
1.010101010101010222e-01 4.547441511961036742e-01 4.546291530132293701e-01
1.111111111111111188e-01 4.945899527558074715e-01 4.941924214363098145e-01
1.212121212121212155e-01 5.334135087600484493e-01 5.337556004524230957e-01
1.313131313131313260e-01 5.712150610884363378e-01 5.733187198638916016e-01
1.414141414141414366e-01 6.079948328607912567e-01 6.104984879493713379e-01
1.515151515151515194e-01 6.437530267405980888e-01 6.444398164749145508e-01
1.616161616161616299e-01 6.784898234782790194e-01 6.783664822578430176e-01
1.717171717171717404e-01 7.122053806907894247e-01 7.122926115989685059e-01
1.818181818181818232e-01 7.448998319717579086e-01 7.462190389633178711e-01
1.919191919191919338e-01 7.765732863302013955e-01 7.801455259323120117e-01
2.020202020202020443e-01 8.072258279945861981e-01 8.112804889678955078e-01
2.121212121212121271e-01 8.368575165870836274e-01 8.385580778121948242e-01
2.222222222222222376e-01 8.654683876900609585e-01 8.656879067420959473e-01
2.323232323232323482e-01 8.930584538416062035e-01 8.928174376487731934e-01
2.424242424242424310e-01 9.196277058798701942e-01 9.197462797164916992e-01
2.525252525252525415e-01 9.451761146765662591e-01 9.463481307029724121e-01
2.626262626262626521e-01 9.697036332069768338e-01 9.711295962333679199e-01
2.727272727272727626e-01 9.932101989142861909e-01 9.939836263656616211e-01
2.828282828282828731e-01 1.015695736338450450e+00 1.016837835311889648e+00
2.929292929292929282e-01 1.037160159912811297e+00 1.038205027580261230e+00
3.030303030303030387e-01 1.057603376902287451e+00 1.058509588241577148e+00
3.131313131313131493e-01 1.077025290388764045e+00 1.077698349952697754e+00
3.232323232323232598e-01 1.095425802242038227e+00 1.096296310424804688e+00
3.333333333333333703e-01 1.112804815990695806e+00 1.114614963531494141e+00
3.434343434343434809e-01 1.129162239543135104e+00 1.129573702812194824e+00
3.535353535353535914e-01 1.144497987665115124e+00 1.144210457801818848e+00
3.636363636363636465e-01 1.158811984165634135e+00 1.158705830574035645e+00
3.737373737373737570e-01 1.172104163759729145e+00 1.172968745231628418e+00
3.838383838383838675e-01 1.184374473527255889e+00 1.186144709587097168e+00
3.939393939393939781e-01 1.195622873963906985e+00 1.195188760757446289e+00
4.040404040404040886e-01 1.205849339596694048e+00 1.204233050346374512e+00
4.141414141414141992e-01 1.215053859150077686e+00 1.213277578353881836e+00
4.242424242424242542e-01 1.223236435289637658e+00 1.222321152687072754e+00
4.343434343434343647e-01 1.230397083944826386e+00 1.229684114456176758e+00
4.444444444444444753e-01 1.236535833246370730e+00 1.234712362289428711e+00
4.545454545454545858e-01 1.241652722131546760e+00 1.239511251449584961e+00
4.646464646464646964e-01 1.245747798658114025e+00 1.244010686874389648e+00
4.747474747474748069e-01 1.248821118099240346e+00 1.247587203979492188e+00
4.848484848484848619e-01 1.250872740892445156e+00 1.248040556907653809e+00
4.949494949494949725e-01 1.251902730505325856e+00 1.248500823974609375e+00
5.050505050505050830e-01 1.251911151300258540e+00 1.248712658882141113e+00
5.151515151515152491e-01 1.250898066467710068e+00 1.248708844184875488e+00
5.252525252525253041e-01 1.248863536090804693e+00 1.248705029487609863e+00
5.353535353535353591e-01 1.245807615399725288e+00 1.245573163032531738e+00
5.454545454545455252e-01 1.241730353256585095e+00 1.239573001861572266e+00
