# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.635199338197708130e-01 1.329306811094284058e-01 1.171723090921060750e-01
1.000000000000000000e+03 1.526417909190058708e-04 3.622827061917632818e-04 3.314889267887823911e-04
