0.000000000000000000e+00 0.000000000000000000e+00 -2.606501989066600800e-02
1.010101010101010187e-02 1.602555367064513795e-04 -2.204748056828975677e-02
2.020202020202020374e-02 6.408607830848859306e-04 -1.667293347418308258e-02
3.030303030303030387e-02 1.441331810368676148e-03 -1.237790845334529877e-02
4.040404040404040747e-02 2.560862611857041282e-03 -8.270466700196266174e-03
5.050505050505051108e-02 3.998325913986661151e-03 -2.634568139910697937e-03
6.060606060606060774e-02 5.752274310523201699e-03 3.538802266120910645e-04
7.070707070707071829e-02 7.820941718722235897e-03 3.342336975038051605e-03
8.080808080808081495e-02 1.020224515598086058e-02 6.330792792141437531e-03
9.090909090909091161e-02 1.289378683517556322e-02 9.319247677922248840e-03
1.010101010101010222e-01 1.589285657655747919e-02 1.230770349502563477e-02
1.111111111111111188e-01 1.919643453407602132e-02 1.529615558683872223e-02
1.212121212121212155e-01 2.280119460915893542e-02 1.828463003039360046e-02
1.313131313131313260e-01 2.670350688694604277e-02 2.127305790781974792e-02
1.414141414141414366e-01 3.089944206950235445e-02 2.426151745021343231e-02
1.515151515151515194e-01 3.538477520477484317e-02 2.725000493228435516e-02
1.616161616161616299e-01 4.015498993989612825e-02 3.023844026029109955e-02
1.717171717171717404e-01 4.520528306754409420e-02 3.469287604093551636e-02
1.818181818181818232e-01 5.053056936076684436e-02 4.049834609031677246e-02
1.919191919191919338e-01 5.612548669138929525e-02 4.630380123853683472e-02
2.020202020202020443e-01 6.198440142682934417e-02 5.211952328681945801e-02
2.121212121212121271e-01 6.810141409986886218e-02 5.859398096799850464e-02
2.222222222222222376e-01 7.447036534564804855e-02 6.525821983814239502e-02
2.323232323232323482e-01 8.108484209987991409e-02 7.192246615886688232e-02
2.424242424242424310e-01 8.793818405201755950e-02 7.858674973249435425e-02
2.525252525252525415e-01 9.502349034684867690e-02 8.525096625089645386e-02
2.626262626262626521e-01 1.023336265277397933e-01 9.191523492336273193e-02
2.727272727272727626e-01 1.098612317145089556e-01 9.931132942438125610e-02
2.828282828282828731e-01 1.175987260086692882e-01 1.081801429390907288e-01
2.929292929292929282e-01 1.255383181185545927e-01 1.155808344483375549e-01
3.030303030303030387e-01 1.336720131966196434e-01 1.229815259575843811e-01
3.131313131313131493e-01 1.419916208809915703e-01 1.303822845220565796e-01
3.232323232323232598e-01 1.504887635331456919e-01 1.377829462289810181e-01
3.333333333333333703e-01 1.591548846633824288e-01 1.451836824417114258e-01
3.434343434343434809e-01 1.679812575355922322e-01 1.527463048696517944e-01
