0.000000000000000000e+00 0.000000000000000000e+00 -2.602551504969596863e-02
1.010101010101010187e-02 3.204303915347726686e-04 -2.671901509165763855e-02
2.020202020202020374e-02 1.280431306054720039e-03 -2.142930217087268829e-02
3.030303030303030387e-02 2.876137157977123535e-03 -1.223969552665948868e-02
4.040404040404040747e-02 5.101122595664082764e-03 -5.364127457141876221e-03
5.050505050505051108e-02 7.946428357522381664e-03 1.482365303672850132e-03
6.060606060606060774e-02 1.140059731877171925e-02 8.328864350914955139e-03
7.070707070707071829e-02 1.544972058266163954e-02 1.517531927675008774e-02
8.080808080808081495e-02 2.007749342905885970e-02 2.202176861464977264e-02
9.090909090909091161e-02 2.526528089327897963e-02 2.886825241148471832e-02
1.010101010101010222e-01 3.099219270894206651e-02 3.571471571922302246e-02
1.111111111111111188e-01 3.723516732154353442e-02 4.256119206547737122e-02
1.212121212121212155e-01 4.396907742371465588e-02 4.923388361930847168e-02
1.313131313131313260e-01 5.116680028751947884e-02 5.586820468306541443e-02
1.414141414141414366e-01 5.879935321660281072e-02 6.250251829624176025e-02
1.515151515151515194e-01 6.683600258753089052e-02 6.913685053586959839e-02
1.616161616161616299e-01 7.524438757943496814e-02 7.577109336853027344e-02
1.717171717171717404e-01 8.399065044495318544e-02 8.240535855293273926e-02
1.818181818181818232e-01 9.303957279686161930e-02 8.941031992435455322e-02
1.919191919191919338e-01 1.023547173604724136e-01 9.653954952955245972e-02
2.020202020202020443e-01 1.118985746198550291e-01 1.082047894597053528e-01
2.121212121212121271e-01 1.216327137663023861e-01 1.207528039813041687e-01
2.222222222222222376e-01 1.315179373402923235e-01 1.332649290561676025e-01
2.323232323232323482e-01 1.415144389435642469e-01 1.460755616426467896e-01
2.424242424242424310e-01 1.515819633858964122e-01 1.589774340391159058e-01
2.525252525252525415e-01 1.616799686217820220e-01 1.718726605176925659e-01
2.626262626262626521e-01 1.717677888254953156e-01 1.839578449726104736e-01
2.727272727272727626e-01 1.818047979490457489e-01 1.945577263832092285e-01
2.828282828282828731e-01 1.917505731062409957e-01 2.043843716382980347e-01
2.929292929292929282e-01 2.015650571275287573e-01 2.120328992605209351e-01
3.030303030303030387e-01 2.112087196344483164e-01 2.187400758266448975e-01
3.131313131313131493e-01 2.206427159893742385e-01 2.254471033811569214e-01
3.232323232323232598e-01 2.298290434857423459e-01 2.321542203426361084e-01
3.333333333333333703e-01 2.387306941560659590e-01 2.388613671064376831e-01
3.434343434343434809e-01 2.473118035897252098e-01 2.455684244632720947e-01
3.535353535353535914e-01 2.555377951696660155e-01 2.522925734519958496e-01
3.636363636363636465e-01 2.633755191567171972e-01 2.590235471725463867e-01
3.737373737373737570e-01 2.707933860721129515e-01 2.657544612884521484e-01
3.838383838383838675e-01 2.777614938529154309e-01 2.724854648113250732e-01
3.939393939393939781e-01 2.842517482812416119e-01 2.792163491249084473e-01
4.040404040404040886e-01 2.902379762164137289e-01 2.859472334384918213e-01
4.141414141414141992e-01 2.956960311892192217e-01 2.926781773567199707e-01
4.242424242424242542e-01 3.006038909492821376e-01 2.986265718936920166e-01
4.343434343434343647e-01 3.049441410205855907e-01 3.019751012325286865e-01
4.444444444444444753e-01 3.086976771976092104e-01 3.053234815597534180e-01
4.545454545454545858e-01 3.118490012323869021e-01 3.086719512939453125e-01
4.646464646464646964e-01 3.143854238808403423e-01 3.120203614234924316e-01
4.747474747474748069e-01 3.162967319343020223e-01 3.153689205646514893e-01
