0.000000000000000000e+00 0.000000000000000000e+00 -5.786820547655224800e-04
1.010101010101010187e-02 2.157635534608746739e-06 -2.222876064479351044e-03
2.020202020202020374e-02 1.724023258825759094e-05 -3.731238655745983124e-03
3.030303030303030387e-02 5.806862913687450795e-05 -3.716747276484966278e-03
4.040404040404040747e-02 1.372560447680731615e-04 -3.614733926951885223e-03
5.050505050505051108e-02 2.671058399478070658e-04 -2.913619391620159149e-03
6.060606060606060774e-02 4.595111482980481160e-04 -2.212497405707836151e-03
7.070707070707071829e-02 7.258569905781512817e-04 -1.511360635049641132e-03
8.080808080808081495e-02 1.076925465400283694e-03 -8.102311985567212105e-04
9.090909090909091161e-02 1.522804594748152635e-03 -1.079096691682934761e-04
1.010101010101010222e-01 2.072801382202137110e-03 6.816581590101122856e-04
1.111111111111111188e-01 2.735359619064496421e-03 1.471225987188518047e-03
1.212121212121212155e-01 3.517983623348334022e-03 2.260786481201648712e-03
1.313131313131313260e-01 4.427165510860633577e-03 3.180948086082935333e-03
1.414141414141414366e-01 5.468321522229612798e-03 4.578319378197193146e-03
1.515151515151515194e-01 6.645733275065868542e-03 5.975660867989063263e-03
1.616161616161616299e-01 7.962496383773590494e-03 7.373047061264514923e-03
1.717171717171717404e-01 9.420476412937233562e-03 8.728464134037494659e-03
1.818181818181818232e-01 1.102027246728205095e-02 1.005529332906007767e-02
1.919191919191919338e-01 1.276118867905289694e-02 1.201510149985551834e-02
2.020202020202020443e-01 1.464121380996450880e-02 1.489985454827547073e-02
2.121212121212121271e-01 1.665700913988393470e-02 1.778459921479225159e-02
2.222222222222222376e-01 1.880390476835398436e-02 2.066934481263160706e-02
2.323232323232323482e-01 2.107590440820572564e-02 2.355409786105155945e-02
2.424242424242424310e-01 2.346569870309099526e-02 2.643885836005210876e-02
2.525252525252525415e-01 2.596468705304991534e-02 2.932361140847206116e-02
2.626262626262626521e-01 2.856300788447265621e-02 3.220837935805320740e-02
2.727272727272727626e-01 3.124957725327856192e-02 3.479602560400962830e-02
2.828282828282828731e-01 3.401213562307790067e-02 3.727505728602409363e-02
2.929292929292929282e-01 3.683730261375784548e-02 4.076169058680534363e-02
3.030303030303030387e-01 3.971070269050051144e-02 4.424831643700599670e-02
3.131313131313131493e-01 4.261702253718981787e-02 4.749158397316932678e-02
3.232323232323232598e-01 4.553982655990378853e-02 5.003120377659797668e-02
3.333333333333333703e-01 4.846197011013797518e-02 5.257083848118782043e-02
3.434343434343434809e-01 5.136557544898362471e-02 5.580059811472892761e-02
3.535353535353535914e-01 5.423212831826861036e-02 5.910324677824974060e-02
